clean_tweet	airline_sentiment
southwestair delay pay bs ticket boarded flight early last board middle seat wasted	negative
southwestair first good idea thatthis would happen cancelled flight earlier amateurish plan	negative
southwestair disappointed handling tonight cancelled flighted dallas flight cancelled flighted contingencies	negative
southwestair ok southwest still best airline around hate baggage room runs checked bag headphones	positive
southwestair please start flying huntsville never fly american airlines	negative
southwestair care mighty dollar	negative
southwestair beautiful view flying san jose ca evening http co sxvagbrtli	positive
southwestair thank swa shannon g lasairport c miracle worker awesome	positive
expect help gt southwestair lt flt canx last minute weather flew home weatherless united	negative
southwestair yes please	positive
southwestair changed flight st louis thanks reply though	positive
southwestair really offer sweeps link going work b http co nofg tqhyn	negative
southwestair companion pass years wife use time thanks southwest making travel easy	positive
southwestair longer change trips companion online years get message done online	negative
southwestair wifi slow totally precludes working web book swa business travel wish lit fire	negative
southwestair constantly providing wonderful views service southwestluv http co unxqotzik	positive
southwestair everyone deserves red carpet tx destroy luggage amp give voucher like want fly w	negative
southwestair staff overall awful multiple airports would switched airlines another flight available	negative
southwestair lol already card member well lol enjoy flying guys	positive
southwestair th anniversary april th still sweethearts companions lifetime sons families love	positive
